Cousins,Oxford Comma,One (Blake's Got a New Face),Ice Cream Piano,Classical,Connect,Unbelievers,Cape Cod Kwassa Kwassa,This Life,Sunflower,Sympathy,The Surfer,Horchata,Bambina,Capricorn,Gen-X Cops,Diane Young,A-Punk,Prep-School Gangsters,Mary Boone,Hannah Hunt,Harmony Hall,Hope,Worship You,Ya Hey,Hold You Now,Holiday,Boston (Ladies of Cambridge),White Sky,Step,New Dorp. New York,Pravda,Campus,Unbearably White,The Kids Don't Stand a Chance,Walcott,Mansard Roof,Bryn,California English,Cocaine Cowboys,How Long?,Obvious Bicycle,Giving Up the Gun,I Stand Corrected,Run,Ottoman,Diplomat's Son,M79,Big Blue,SNL Closing Theme (A Waltz in A) / Flower Moon,Everlasting Arms,Dangerous Night (The Night Is a Knife),Flower Moon,I Think Ur a Contra,Rich Man,We Belong Together
1,0.5384615384615384,0.32608695652173914,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.5319148936170213,0.5,0.8461538461538461,0.6122448979591837,0.7872340425531915,0.4222222222222222,0.10638297872340426,0.1875,0.8461538461538461,0.8235294117647058,0.8269230769230769,0.8461538461538461,0.6530612244897959,0.8461538461538461,0.43478260869565216,0.8461538461538461,0.84,0.25,0.2765957446808511,0.35555555555555557,0.46938775510204084,0.14893617021276595,0.5102040816326531,0.4489795918367347,0.425531914893617,0.4,0.6458333333333334,0.06818181818181818,0.043478260869565216,0.6875,0.19148936170212766,0.21739130434782608,0.022727272727272728,0.32608695652173914,0.06666666666666667,0.043478260869565216,0.1111111111111111,0.17777777777777778,0.13636363636363635,0.1956521739130435,0.06818181818181818,0.16326530612244897,0.022727272727272728,0.08888888888888889,0.022727272727272728,0.044444444444444446,0.06521739130434782,0.022727272727272728,0.022727272727272728,0
0.5384615384615384,1,0.325,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.30612244897959184,0.4888888888888889,0.6923076923076923,0.5106382978723404,0.6170212765957447,0.4,0.1891891891891892,0.1951219512195122,0.6923076923076923,0.7,0.7058823529411765,0.6923076923076923,0.5208333333333334,0.6923076923076923,0.3181818181818182,0.6923076923076923,0.6470588235294118,0.2682926829268293,0.23809523809523808,0.2926829268292683,0.5609756097560976,0.24324324324324326,0.4666666666666667,0.46511627906976744,0.3409090909090909,0.4090909090909091,0.4791666666666667,0.08333333333333333,0.1111111111111111,0.5531914893617021,0.23076923076923078,0.17073170731707318,0.027777777777777776,0.17777777777777778,0.1111111111111111,0.1111111111111111,0.10526315789473684,0.07142857142857142,0.07692307692307693,0.175,0.02631578947368421,0.1951219512195122,0.027777777777777776,0.07894736842105263,0,0.08333333333333333,0.10810810810810811,0,0.027777777777777776,0.027777777777777776
0.32608695652173914,0.325,1,0.3269230769230769,0.3269230769230769,0.3269230769230769,0.3235294117647059,0.09090909090909091,0.3269230769230769,0.20930232558139536,0.35714285714285715,0.32142857142857145,0.08695652173913043,0.30434782608695654,0.3269230769230769,0.29411764705882354,0.3333333333333333,0.3269230769230769,0.38461538461538464,0.3269230769230769,0.25806451612903225,0.3269230769230769,0.3,0.13793103448275862,0.17857142857142858,0.0967741935483871,0.36363636363636365,0.038461538461538464,0.3055555555555556,0.2571428571428571,0.3333333333333333,0.16216216216216217,0.23809523809523808,0.05263157894736842,0,0.2857142857142857,0.11538461538461539,0.07407407407407407,0,0.1724137931034483,0.05,0.05,0.09523809523809523,0,0.09523809523809523,0.12,0.05263157894736842,0.1111111111111111,0,0.1,0,0.05263157894736842,0.1,0,0,0.058823529411764705
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.5319148936170213,0.30612244897959184,0.3235294117647059,0.5384615384615384,0.5384615384615384,0.5384615384615384,1,0.37209302325581395,0.5384615384615384,0.46511627906976744,0.4166666666666667,0.2,0.2,0.20588235294117646,0.5384615384615384,0.4807692307692308,0.5192307692307693,0.5384615384615384,0.4772727272727273,0.5384615384615384,0.47058823529411764,0.5384615384615384,0.49019607843137253,0.1891891891891892,0.1891891891891892,0.18421052631578946,0.4,0.15151515151515152,0.28888888888888886,0.1956521739130435,0.34210526315789475,0.42105263157894735,0.4318181818181818,0.03333333333333333,0,0.4772727272727273,0.14285714285714285,0.21212121212121213,0.03571428571428571,0.3235294117647059,0,0,0.0967741935483871,0.15625,0.0967741935483871,0.18181818181818182,0.06896551724137931,0.24242424242424243,0,0.06451612903225806,0.03571428571428571,0.03333333333333333,0.1,0.03571428571428571,0,0.03571428571428571
0.5,0.4888888888888889,0.09090909090909091,0.5961538461538461,0.5961538461538461,0.5961538461538461,0.37209302325581395,1,0.5961538461538461,0.43478260869565216,0.5434782608695652,0.3076923076923077,0.21875,0.15789473684210525,0.5961538461538461,0.5686274509803921,0.5769230769230769,0.5961538461538461,0.44680851063829785,0.5961538461538461,0.358974358974359,0.5961538461538461,0.5490196078431373,0.38235294117647056,0.3055555555555556,0.37142857142857144,0.2826086956521739,0.24242424242424243,0.32608695652173914,0.28888888888888886,0.35,0.32558139534883723,0.375,0,0.09375,0.44680851063829785,0.19444444444444445,0.22857142857142856,0,0.23076923076923078,0.09375,0.09375,0.12121212121212122,0.21212121212121213,0.08823529411764706,0.23529411764705882,0.030303030303030304,0.1891891891891892,0.03225806451612903,0.09090909090909091,0.03225806451612903,0.0625,0.02857142857142857,0,0.03225806451612903,0
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.6122448979591837,0.5106382978723404,0.20930232558139536,0.6730769230769231,0.6730769230769231,0.6730769230769231,0.46511627906976744,0.43478260869565216,0.6730769230769231,1,0.4423076923076923,0.27906976744186046,0.19444444444444445,0.2631578947368421,0.6730769230769231,0.6470588235294118,0.6538461538461539,0.6730769230769231,0.44,0.6730769230769231,0.32558139534883723,0.6730769230769231,0.6274509803921569,0.18604651162790697,0.18604651162790697,0.23809523809523808,0.5365853658536586,0.15384615384615385,0.4772727272727273,0.4090909090909091,0.11538461538461539,0.4523809523809524,0.5217391304347826,0.05555555555555555,0.11428571428571428,0.6,0.14634146341463414,0.2702702702702703,0.02857142857142857,0.40540540540540543,0.02631578947368421,0.02631578947368421,0.1388888888888889,0.15789473684210525,0.1388888888888889,0.21052631578947367,0.08571428571428572,0.2972972972972973,0,0.05263157894736842,0.02857142857142857,0.05555555555555555,0.14285714285714285,0.02857142857142857,0,0.02857142857142857
