sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap
Hope,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,23,Only God Was Above Us,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Ya Hey,Vampire Weekend,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",Sep,20,2024,Only God Was Above Us,31,Modern Vampires of the City,Cincinnati,Sep 20,Cincinnati,8000,0,0,Cincinnati,-84.51289609999999,39.0957098,NA,0.55,0.56,"The ICON Festival Stage at Smale Park, Cincinnati, OH, USA",0.56
Hold You Now,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,1,Father of the Bride,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Campus,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,2,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Bryn,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,3,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Ice Cream Piano,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,4,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Classical,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,5,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Connect,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,6,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
White Sky,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,7,Contra,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,8,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
This Life,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,9,Father of the Bride,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Sunflower,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,10,Father of the Bride,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Sympathy,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,11,Father of the Bride,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
The Surfer,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,12,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Ottoman,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,13,Other,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Oxford Comma,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,14,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Capricorn,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,15,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Gen-X Cops,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,16,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Diane Young,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,17,Modern Vampires of the City,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Cousins,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,18,Contra,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
A-Punk,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,19,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,20,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Mary Boone,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,21,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Harmony Hall,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,22,Father of the Bride,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Hope,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,23,Only God Was Above Us,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Walcott,Vampire Weekend,"Blossom Music Center, Cuyahoga Falls, OH, USA",Sep,19,2024,Only God Was Above Us,32,Vampire Weekend,Cuyahoga Falls,Sep 19,Cuyahoga Falls,5700,0,0,Cuyahoga Falls,-81.5606615,41.1913055,NA,0.6,0.56,"Blossom Music Center, Cuyahoga Falls, OH, USA",0.56
Cousins,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,1,Contra,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Holiday,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,2,Contra,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Ice Cream Piano,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,3,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Classical,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,4,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Connect,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,5,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
White Sky,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,6,Contra,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Unbelievers,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,7,Modern Vampires of the City,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
This Life,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,8,Father of the Bride,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Sunflower,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,9,Father of the Bride,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
M79,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,10,Vampire Weekend,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Diplomat's Son,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,11,Contra,Milwaukee,Aug 1,Milwaukee,5000,0,1,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Pravda,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,12,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Campus,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,13,Vampire Weekend,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Capricorn,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,14,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Gen-X Cops,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,15,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Diane Young,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,16,Modern Vampires of the City,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
A-Punk,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,17,Vampire Weekend,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Prep-School Gangsters,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,18,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Mary Boone,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,19,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Harmony Hall,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,20,Father of the Bride,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Hope,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,21,Only God Was Above Us,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Flower Moon,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,37,Father of the Bride,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
I Think Ur a Contra,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,38,Contra,Milwaukee,Aug 1,Milwaukee,5000,1,1,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Walcott,Vampire Weekend,"BMO Pavilion, Milwaukee, WI, USA",Aug,1,2024,Only God Was Above Us,39,Vampire Weekend,Milwaukee,Aug 1,Milwaukee,5000,0,0,Milwaukee,-87.8966286,43.028513,NA,0.54,0.56,"BMO Pavilion, Milwaukee, WI, USA",0.56
Hold You Now,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,1,Father of the Bride,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Holiday,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,2,Contra,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
One (Blake's Got a New Face),Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,3,Vampire Weekend,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Ice Cream Piano,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,4,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Classical,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,5,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Connect,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,6,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,7,Vampire Weekend,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Unbelievers,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,8,Modern Vampires of the City,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
This Life,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,9,Father of the Bride,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Sympathy,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,10,Father of the Bride,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
New Dorp. New York,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,11,Other,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
The Surfer,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,12,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Ottoman,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,13,Other,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Oxford Comma,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,14,Vampire Weekend,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Capricorn,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,15,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Gen-X Cops,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,16,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Diane Young,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,17,Modern Vampires of the City,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Cousins,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,18,Contra,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
A-Punk,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,19,Vampire Weekend,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,20,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Mary Boone,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,21,Only God Was Above Us,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Hannah Hunt,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,22,Modern Vampires of the City,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Harmony Hall,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,23,Father of the Bride,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Walcott,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,31,2024,Only God Was Above Us,35,Vampire Weekend,Minneapolis,Jul 31,Minneapolis 2,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.56,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Mansard Roof,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,1,Vampire Weekend,Minneapolis,Jul 30,Minneapolis 1,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.5,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Campus,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,2,Vampire Weekend,Minneapolis,Jul 30,Minneapolis 1,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.5,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
I Stand Corrected,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,3,Vampire Weekend,Minneapolis,Jul 30,Minneapolis 1,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.5,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
Ice Cream Piano,Vampire Weekend,"Minneapolis Armory, Minneapolis, MN, USA",Jul,30,2024,Only God Was Above Us,4,Only God Was Above Us,Minneapolis,Jul 30,Minneapolis 1,8400,0,0,Minneapolis,-93.2635268,44.9752026,NA,0.5,0.56,"Minneapolis Armory, Minneapolis, MN, USA",0.56
