sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city,date,city_day,num_show,city_num,choice_name
Bryn,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,3,7,Vampire Weekend,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Ice Cream Piano,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Classical,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Connect,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Cape Cod Kwassa Kwassa,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,7,4,Vampire Weekend,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Step,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
This Life,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,9,57,Father of the Bride,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Sympathy,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,10,64,Father of the Bride,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Bambina,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,11,56,Father of the Bride,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Giant,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,12,23,Contra,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Capricorn,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Gen-X Cops,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Cousins,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,16,19,Contra,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
A-Punk,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,17,3,Vampire Weekend,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Oxford Comma,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,18,2,Vampire Weekend,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Mary Boone,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,19,41,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Taxi Cab,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,20,17,Contra,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Harmony Hall,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,21,55,Father of the Bride,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Hope,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,22,42,Only God Was Above Us,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Walcott,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,16,2025,Only God Was Above Us,VW Show,30,10,Vampire Weekend,Montclair,2025-09-16,Montclair 16,82,Montclair 2,Montclair 2: 2025-09-16
Hold You Now,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,1,54,Father of the Bride,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Campus,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,2,6,Vampire Weekend,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
One (Blake's Got a New Face),Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,3,8,Vampire Weekend,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Ice Cream Piano,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Classical,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Connect,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
White Sky,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,7,14,Contra,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Unbelievers,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,8,25,Modern Vampires of the City,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
This Life,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,9,57,Father of the Bride,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Sunflower,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,10,65,Father of the Bride,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Pravda,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,11,44,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Ottoman,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,12,47,Other,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Capricorn,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Gen-X Cops,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Diane Young,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,16,27,Modern Vampires of the City,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
A-Punk,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,17,3,Vampire Weekend,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Prep-School Gangsters,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,18,43,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Mary Boone,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,19,41,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Harmony Hall,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,20,55,Father of the Bride,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Hope,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,21,42,Only God Was Above Us,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Walcott,Vampire Weekend,"Wellmont Theater, Montclair, NJ, USA",Sep,15,2025,Only God Was Above Us,VW Show,30,10,Vampire Weekend,Montclair,2025-09-15,Montclair 15,81,Montclair 1,Montclair 1: 2025-09-15
Mansard Roof,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,1,1,Vampire Weekend,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Holiday,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,2,15,Contra,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Ice Cream Piano,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,3,40,Only God Was Above Us,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Classical,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,4,37,Only God Was Above Us,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Connect,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,5,38,Only God Was Above Us,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
White Sky,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,6,14,Contra,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Step,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,7,26,Modern Vampires of the City,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
This Life,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,8,57,Father of the Bride,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Sunflower,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,9,65,Father of the Bride,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Sympathy,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,10,64,Father of the Bride,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
New Dorp. New York,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,11,53,Other,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Capricorn,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,12,36,Only God Was Above Us,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Gen-X Cops,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,13,39,Only God Was Above Us,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Diane Young,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,14,27,Modern Vampires of the City,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Cousins,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,15,19,Contra,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
A-Punk,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,16,3,Vampire Weekend,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Oxford Comma,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,17,2,Vampire Weekend,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Mary Boone,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,18,41,Only God Was Above Us,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Harmony Hall,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,19,55,Father of the Bride,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Walcott,Vampire Weekend,"Knox Farm State Park, East Aurora, NY, USA",Sep,13,2025,Only God Was Above Us,Borderland Music + Arts Festival 2025,20,10,Vampire Weekend,East Aurora,2025-09-13,East Aurora 13,80,East Aurora,Borderland Music + Arts Festival 2025: 2025-09-13
Mansard Roof,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,1,1,Vampire Weekend,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Holiday,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,2,15,Contra,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Ice Cream Piano,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,3,40,Only God Was Above Us,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Classical,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,4,37,Only God Was Above Us,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Connect,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,5,38,Only God Was Above Us,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
White Sky,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,6,14,Contra,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Step,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,7,26,Modern Vampires of the City,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
This Life,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,8,57,Father of the Bride,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Sympathy,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,9,64,Father of the Bride,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
New Dorp. New York,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,10,53,Other,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Bambina,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,11,56,Father of the Bride,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Capricorn,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,12,36,Only God Was Above Us,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Gen-X Cops,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,13,39,Only God Was Above Us,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Diane Young,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,14,27,Modern Vampires of the City,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Cousins,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,15,19,Contra,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
A-Punk,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,16,3,Vampire Weekend,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Oxford Comma,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,17,2,Vampire Weekend,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Mary Boone,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,18,41,Only God Was Above Us,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Harmony Hall,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,19,55,Father of the Bride,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Walcott,Vampire Weekend,"Southsea Common, Portsmouth, England",Aug,23,2025,Only God Was Above Us,Victorious Festival 2025,25,10,Vampire Weekend,Portsmouth,2025-08-23,Portsmouth 23,79,Portsmouth,Victorious Festival 2025: 2025-08-23
Ice Cream Piano,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,1,40,Only God Was Above Us,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Classical,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,2,37,Only God Was Above Us,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Connect,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,3,38,Only God Was Above Us,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
White Sky,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,4,14,Contra,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Cape Cod Kwassa Kwassa,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,5,4,Vampire Weekend,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
This Life,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,6,57,Father of the Bride,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Sympathy,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,7,64,Father of the Bride,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Gen-X Cops,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,8,39,Only God Was Above Us,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Diane Young,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,9,27,Modern Vampires of the City,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Cousins,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,10,19,Contra,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
A-Punk,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,11,3,Vampire Weekend,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
Oxford Comma,Vampire Weekend,"Domaine national de Saint-Cloud, Saint-Cloud, France",Aug,21,2025,Only God Was Above Us,Rock en Seine 2025,12,2,Vampire Weekend,Saint-Cloud,2025-08-21,Saint-Cloud 21,78,Saint-Cloud,Rock en Seine 2025: 2025-08-21
