Hold You Now,Holiday,One (Blake's Got a New Face),Ice Cream Piano,Classical,Connect,White Sky,Cape Cod Kwassa Kwassa,This Life,Sunflower,Sympathy,Stranger,The Surfer,Giving Up the Gun,Capricorn,Gen-X Cops,Diane Young,Cousins,A-Punk,Campus,Oxford Comma,Prep-School Gangsters,Mary Boone,Hannah Hunt,Harmony Hall,Hope,Walcott,Unbelievers,Step,Mansard Roof,New Dorp. New York,Diplomat's Son,2021,Worship You,Ya Hey,M79,I Stand Corrected,California English,Horchata,"Jerusalem, New York, Berlin",Bryn,Bambina,Giant,Taxi Cab,Pravda,Ottoman,Run,Everlasting Arms,Cocaine Cowboys,How Long?,Unbearably White,Obvious Bicycle,We Belong Together,Don't Lie,I Think Ur a Contra,Flower Moon,Married in a Gold Rush,Boston (Ladies of Cambridge),The Kids Don't Stand a Chance,Big Blue,Dangerous Night (The Night Is a Knife),Paper Planes / Baba O'Riley,Rich Man,Jonathan Low
1,0.1774193548387097,0.16666666666666666,0.27710843373493976,0.26436781609195403,0.2875,0.1746031746031746,0.32727272727272727,0.26436781609195403,0.25862068965517243,0.25,0.12,0.225,0.10714285714285714,0.26744186046511625,0.2894736842105263,0.25287356321839083,0.2631578947368421,0.26436781609195403,0.26229508196721313,0.22535211267605634,0.34615384615384615,0.3026315789473684,0.24390243902439024,0.26436781609195403,0.27941176470588236,0.23943661971830985,0.15625,0.19642857142857142,0.047619047619047616,0.16,0.07407407407407407,0,0.2222222222222222,0.1891891891891892,0.17647058823529413,0.09090909090909091,0,0.06451612903225806,0,0.14705882352941177,0.08333333333333333,0,0,0.22727272727272727,0.2413793103448276,0.06896551724137931,0.08695652173913043,0.10256410256410256,0.16666666666666666,0.038461538461538464,0.037037037037037035,0.041666666666666664,0.041666666666666664,0.04,0.058823529411764705,0,0.0625,0.125,0,0,0,0,0
0.1774193548387097,1,0.26666666666666666,0.5287356321839081,0.5747126436781609,0.5853658536585366,0.463768115942029,0.3333333333333333,0.5747126436781609,0.5151515151515151,0.4625,0.0784313725490196,0.20634920634920634,0.11538461538461539,0.5813953488372093,0.5822784810126582,0.5813953488372093,0.5,0.5747126436781609,0.38666666666666666,0.5405405405405406,0.4057971014492754,0.5555555555555556,0.23809523809523808,0.5747126436781609,0.46153846153846156,0.4935064935064935,0.463768115942029,0.36231884057971014,0.2033898305084746,0.3076923076923077,0.07692307692307693,0.02,0.16393442622950818,0.14516129032258066,0.09836065573770492,0.06779661016949153,0.0196078431372549,0.07142857142857142,0,0.17857142857142858,0.2222222222222222,0.02,0.02,0.3064516129032258,0.125,0.09433962264150944,0,0.14754098360655737,0.057692307692307696,0.038461538461538464,0.018518518518518517,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.14545454545454545,0.02,0.08928571428571429,0.058823529411764705,0.02,0.0392156862745098,0,0,0.02
0.16666666666666666,0.26666666666666666,1,0.3132530120481928,0.2988505747126437,0.325,0.2833333333333333,0.13432835820895522,0.2988505747126437,0.26666666666666666,0.273972602739726,0.14814814814814814,0.3684210526315789,0.13333333333333333,0.3023255813953488,0.3116883116883117,0.3023255813953488,0.2857142857142857,0.2988505747126437,0.21212121212121213,0.2676056338028169,0.37735849056603776,0.34210526315789475,0.2558139534883721,0.2988505747126437,0.30434782608695654,0.3,0.2833333333333333,0.20689655172413793,0.09302325581395349,0.22,0.14285714285714285,0.038461538461538464,0.11904761904761904,0.14634146341463414,0.13157894736842105,0.02631578947368421,0,0.09090909090909091,0,0.05,0.2,0,0,0.14,0.14705882352941177,0.0967741935483871,0.037037037037037035,0.1794871794871795,0.03333333333333333,0.034482758620689655,0.03333333333333333,0.07692307692307693,0.037037037037037035,0.03571428571428571,0.14705882352941177,0,0.05714285714285714,0,0,0.03571428571428571,0.038461538461538464,0,0
0.27710843373493976,0.5287356321839081,0.3132530120481928,1,0.9540229885057471,0.8953488372093024,0.5402298850574713,0.5287356321839081,0.9540229885057471,0.5647058823529412,0.7857142857142857,0.060240963855421686,0.3132530120481928,0.0963855421686747,0.9425287356321839,0.8372093023255814,0.9425287356321839,0.7931034482758621,0.9540229885057471,0.5747126436781609,0.6896551724137931,0.5476190476190477,0.9156626506024096,0.3373493975903614,0.9540229885057471,0.7710843373493976,0.7619047619047619,0.5402298850574713,0.5301204819277109,0.25301204819277107,0.38823529411764707,0.07228915662650602,0.012048192771084338,0.2235294117647059,0.2235294117647059,0.20481927710843373,0.1566265060240964,0.024096385542168676,0.12048192771084337,0.012048192771084338,0.17857142857142858,0.1927710843373494,0.012048192771084338,0.012048192771084338,0.37349397590361444,0.1566265060240964,0.0963855421686747,0.024096385542168676,0.24096385542168675,0.060240963855421686,0.04819277108433735,0.060240963855421686,0.024096385542168676,0.024096385542168676,0.03614457831325301,0.14285714285714285,0.012048192771084338,0.13253012048192772,0.04819277108433735,0.012048192771084338,0.03614457831325301,0.012048192771084338,0.012048192771084338,0.012048192771084338
0.26436781609195403,0.5747126436781609,0.2988505747126437,0.9540229885057471,1,0.9195402298850575,0.5862068965517241,0.5747126436781609,1,0.5747126436781609,0.7701149425287356,0.05747126436781609,0.2988505747126437,0.09195402298850575,0.9885057471264368,0.8620689655172413,0.9885057471264368,0.8390804597701149,1,0.6206896551724138,0.735632183908046,0.5402298850574713,0.8735632183908046,0.3218390804597701,1,0.735632183908046,0.7471264367816092,0.5862068965517241,0.5057471264367817,0.2413793103448276,0.40229885057471265,0.06896551724137931,0.011494252873563218,0.2413793103448276,0.2413793103448276,0.19540229885057472,0.14942528735632185,0.022988505747126436,0.11494252873563218,0.011494252873563218,0.1839080459770115,0.1839080459770115,0.011494252873563218,0.011494252873563218,0.3563218390804598,0.14942528735632185,0.09195402298850575,0.022988505747126436,0.22988505747126436,0.05747126436781609,0.04597701149425287,0.05747126436781609,0.022988505747126436,0.022988505747126436,0.034482758620689655,0.14942528735632185,0.011494252873563218,0.12643678160919541,0.04597701149425287,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.011494252873563218,0.011494252873563218
0.2875,0.5853658536585366,0.325,0.8953488372093024,0.9195402298850575,1,0.5975609756097561,0.5662650602409639,0.9195402298850575,0.625,0.7093023255813954,0.0625,0.325,0.1,0.9080459770114943,0.8902439024390244,0.9080459770114943,0.7790697674418605,0.9195402298850575,0.5402298850574713,0.6551724137931034,0.5875,0.9259259259259259,0.35,0.9195402298850575,0.8,0.686046511627907,0.5232558139534884,0.47619047619047616,0.24691358024691357,0.4375,0.075,0.0125,0.2625,0.2625,0.2125,0.1625,0.025,0.125,0.0125,0.2,0.2,0.0125,0.0125,0.3875,0.1625,0.1,0.025,0.25,0.0625,0.05,0.0625,0.025,0.025,0.0375,0.1625,0.0125,0.1375,0.05,0.0125,0.0375,0.0125,0.0125,0.0125
0.1746031746031746,0.463768115942029,0.2833333333333333,0.5402298850574713,0.5862068965517241,0.5975609756097561,1,0.3835616438356164,0.5862068965517241,0.5074626865671642,0.5128205128205128,0.05660377358490566,0.2833333333333333,0.09259259259259259,0.5747126436781609,0.575,0.5930232558139535,0.569620253164557,0.5862068965517241,0.4,0.45569620253164556,0.42028985507246375,0.5301204819277109,0.14492753623188406,0.5862068965517241,0.5131578947368421,0.45,0.2911392405063291,0.26666666666666666,0.18032786885245902,0.34375,0.07547169811320754,0.0196078431372549,0.2631578947368421,0.2857142857142857,0.11475409836065574,0.16363636363636364,0.019230769230769232,0.03389830508474576,0.0196078431372549,0.11666666666666667,0.17543859649122806,0,0,0.22388059701492538,0.10344827586206896,0.09259259259259259,0.019230769230769232,0.16393442622950818,0.05660377358490566,0.0784313725490196,0.07692307692307693,0,0.019230769230769232,0.038461538461538464,0.12280701754385964,0.0196078431372549,0.12727272727272726,0.03773584905660377,0,0.058823529411764705,0.0196078431372549,0.0196078431372549,0.0196078431372549
0.32727272727272727,0.3333333333333333,0.13432835820895522,0.5287356321839081,0.5747126436781609,0.5662650602409639,0.3835616438356164,1,0.5747126436781609,0.4084507042253521,0.4810126582278481,0.057692307692307696,0.2459016393442623,0.11538461538461539,0.5632183908045977,0.5625,0.5632183908045977,0.5375,0.5747126436781609,0.38666666666666666,0.52,0.4057971014492754,0.5,0.3448275862068966,0.5747126436781609,0.4805194805194805,0.45569620253164556,0.3835616438356164,0.22077922077922077,0.12698412698412698,0.2878787878787879,0.05660377358490566,0.02,0.3148148148148148,0.26785714285714285,0.15517241379310345,0.14545454545454545,0,0.15384615384615385,0,0.2,0.11864406779661017,0.02,0.02,0.265625,0.14545454545454545,0.05454545454545454,0.04,0.16666666666666666,0.0784313725490196,0.018867924528301886,0.057692307692307696,0.0196078431372549,0.0196078431372549,0.019230769230769232,0.125,0,0.17307692307692307,0.058823529411764705,0.02,0.0392156862745098,0.02,0.02,0.02
0.26436781609195403,0.5747126436781609,0.2988505747126437,0.9540229885057471,1,0.9195402298850575,0.5862068965517241,0.5747126436781609,1,0.5747126436781609,0.7701149425287356,0.05747126436781609,0.2988505747126437,0.09195402298850575,0.9885057471264368,0.8620689655172413,0.9885057471264368,0.8390804597701149,1,0.6206896551724138,0.735632183908046,0.5402298850574713,0.8735632183908046,0.3218390804597701,1,0.735632183908046,0.7471264367816092,0.5862068965517241,0.5057471264367817,0.2413793103448276,0.40229885057471265,0.06896551724137931,0.011494252873563218,0.2413793103448276,0.2413793103448276,0.19540229885057472,0.14942528735632185,0.022988505747126436,0.11494252873563218,0.011494252873563218,0.1839080459770115,0.1839080459770115,0.011494252873563218,0.011494252873563218,0.3563218390804598,0.14942528735632185,0.09195402298850575,0.022988505747126436,0.22988505747126436,0.05747126436781609,0.04597701149425287,0.05747126436781609,0.022988505747126436,0.022988505747126436,0.034482758620689655,0.14942528735632185,0.011494252873563218,0.12643678160919541,0.04597701149425287,0.011494252873563218,0.034482758620689655,0.011494252873563218,0.011494252873563218,0.011494252873563218
0.25862068965517243,0.5151515151515151,0.26666666666666666,0.5647058823529412,0.5747126436781609,0.625,0.5074626865671642,0.4084507042253521,0.5747126436781609,1,0.3764705882352941,0.0784313725490196,0.26666666666666666,0.11538461538461539,0.5813953488372093,0.6025641025641025,0.5632183908045977,0.5569620253164557,0.5747126436781609,0.4246575342465753,0.425,0.44776119402985076,0.5949367088607594,0.3,0.5747126436781609,0.5616438356164384,0.5540540540540541,0.4225352112676056,0.323943661971831,0.12698412698412698,0.1038961038961039,0.09803921568627451,0.02,0.16393442622950818,0.16393442622950818,0.21818181818181817,0.125,0.0196078431372549,0.1320754716981132,0,0.2222222222222222,0.2,0,0,0.3728813559322034,0.18867924528301888,0.11538461538461539,0.04,0.34615384615384615,0.03773584905660377,0.038461538461538464,0.03773584905660377,0.0196078431372549,0,0.019230769230769232,0.16666666666666666,0,0.10909090909090909,0.08,0,0.0392156862745098,0,0,0.02
