Cousins,Oxford.Comma,One..Blake.s.Got.a.New.Face.,Ice.Cream.Piano,Classical,Connect,Unbelievers,Cape.Cod.Kwassa.Kwassa,This.Life,Sunflower,Sympathy,The.Surfer,Horchata,Bambina,Capricorn,Gen.X.Cops,Diane.Young,A.Punk,Prep.School.Gangsters,Mary.Boone,Hannah.Hunt,Harmony.Hall,Hope,Worship.You,Ya.Hey,Hold.You.Now,Holiday,Boston..Ladies.of.Cambridge.,White.Sky,Step,New.Dorp..New.York,Pravda,Campus,Unbearably.White,The.Kids.Don.t.Stand.a.Chance,Walcott,Mansard.Roof,Bryn,California.English,Cocaine.Cowboys,How.Long.,Obvious.Bicycle,Giving.Up.the.Gun,I.Stand.Corrected,Run,Ottoman,Diplomat.s.Son,M79,Big.Blue,SNL.Closing.Theme..A.Waltz.in.A....Flower.Moon,Everlasting.Arms,Dangerous.Night..The.Night.Is.a.Knife.,Flower.Moon,I.Think.Ur.a.Contra,Rich.Man,We.Belong.Together
1,0.6363636363636364,0.3409090909090909,1,1,1,0.5681818181818182,0.5681818181818182,1,0.6818181818181818,0.8409090909090909,0.4318181818181818,0.11363636363636365,0.20454545454545453,1,0.9545454545454546,0.9772727272727272,1,0.7272727272727273,1,0.4545454545454546,1,0.9545454545454546,0.27272727272727276,0.29545454545454547,0.36363636363636365,0.5227272727272727,0.1590909090909091,0.5681818181818182,0.5,0.4545454545454546,0.4545454545454546,0.7045454545454546,0.06818181818181819,0.045454545454545456,0.75,0.20454545454545453,0.2272727272727273,0.022727272727272728,0.3409090909090909,0.06818181818181819,0.045454545454545456,0.11363636363636365,0.18181818181818182,0.13636363636363638,0.20454545454545453,0.06818181818181819,0.18181818181818182,0.022727272727272728,0.09090909090909091,0.022727272727272728,0.045454545454545456,0.06818181818181819,0.022727272727272728,0.022727272727272728,0
0.7777777777777778,1,0.3611111111111111,1,1,1,0.41666666666666663,0.6111111111111112,1,0.6666666666666667,0.8055555555555556,0.4444444444444445,0.19444444444444445,0.22222222222222224,1,0.9722222222222223,1,1,0.6944444444444445,1,0.3888888888888889,1,0.9166666666666666,0.3055555555555556,0.2777777777777778,0.33333333333333337,0.6388888888888888,0.25,0.5833333333333334,0.5555555555555556,0.41666666666666663,0.5,0.6388888888888888,0.08333333333333334,0.11111111111111112,0.7222222222222222,0.25,0.19444444444444445,0.02777777777777778,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.08333333333333334,0.08333333333333334,0.19444444444444445,0.02777777777777778,0.22222222222222224,0.02777777777777778,0.08333333333333334,0,0.08333333333333334,0.11111111111111112,0,0.02777777777777778,0.02777777777777778
0.8823529411764703,0.764705882352941,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.6470588235294117,0.2352941176470588,0.9999999999999998,0.5294117647058822,0.8823529411764703,0.5294117647058822,0.1176470588235294,0.41176470588235287,0.9999999999999998,0.8823529411764703,0.9999999999999998,0.9999999999999998,0.8823529411764703,0.9999999999999998,0.4705882352941176,0.9999999999999998,0.8823529411764703,0.2352941176470588,0.2941176470588235,0.1764705882352941,0.7058823529411764,0.0588235294117647,0.6470588235294117,0.5294117647058822,0.588235294117647,0.3529411764705882,0.588235294117647,0.0588235294117647,0,0.7058823529411764,0.1764705882352941,0.1176470588235294,0,0.2941176470588235,0.0588235294117647,0.0588235294117647,0.1176470588235294,0,0.1176470588235294,0.1764705882352941,0.0588235294117647,0.1764705882352941,0,0.1176470588235294,0,0.0588235294117647,0.1176470588235294,0,0,0.0588235294117647
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.8928571428571429,0.5357142857142857,0.39285714285714285,1,1,1,1,0.5714285714285715,1,0.7142857142857144,0.7142857142857144,0.28571428571428575,0.2142857142857143,0.25,1,0.8928571428571429,0.9642857142857144,1,0.75,1,0.5714285714285715,1,0.8928571428571429,0.25,0.25,0.25,0.5714285714285715,0.1785714285714286,0.4642857142857143,0.32142857142857145,0.4642857142857143,0.5714285714285715,0.6785714285714286,0.03571428571428572,0,0.75,0.1785714285714286,0.25,0.03571428571428572,0.39285714285714285,0,0,0.10714285714285715,0.1785714285714286,0.10714285714285715,0.2142857142857143,0.07142857142857144,0.28571428571428575,0,0.07142857142857144,0.03571428571428572,0.03571428571428572,0.10714285714285715,0.03571428571428572,0,0.03571428571428572
0.8064516129032259,0.7096774193548387,0.12903225806451613,1,1,1,0.5161290322580645,1,1,0.6451612903225807,0.8064516129032259,0.38709677419354843,0.22580645161290322,0.19354838709677422,1,0.935483870967742,0.9677419354838709,1,0.6774193548387097,1,0.45161290322580644,1,0.9032258064516129,0.41935483870967744,0.3548387096774194,0.41935483870967744,0.41935483870967744,0.25806451612903225,0.48387096774193544,0.41935483870967744,0.45161290322580644,0.45161290322580644,0.5806451612903226,0,0.09677419354838711,0.6774193548387097,0.22580645161290322,0.25806451612903225,0,0.2903225806451613,0.09677419354838711,0.09677419354838711,0.12903225806451613,0.22580645161290322,0.09677419354838711,0.25806451612903225,0.03225806451612903,0.22580645161290322,0.03225806451612903,0.09677419354838711,0.03225806451612903,0.06451612903225806,0.03225806451612903,0,0.03225806451612903,0
0.8461538461538461,0.6923076923076923,0.3269230769230769,1,1,1,0.5384615384615384,0.5961538461538461,1,0.6730769230769231,0.7692307692307693,0.38461538461538464,0.15384615384615385,0.25,1,0.9423076923076923,0.9807692307692307,1,0.7115384615384616,1,0.4230769230769231,1,0.9230769230769231,0.3076923076923077,0.3076923076923077,0.3269230769230769,0.5384615384615384,0.19230769230769232,0.5769230769230769,0.5192307692307693,0.4423076923076923,0.5,0.6730769230769231,0.057692307692307696,0.07692307692307693,0.7115384615384616,0.23076923076923078,0.23076923076923078,0.019230769230769232,0.3269230769230769,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.17307692307692307,0.11538461538461539,0.21153846153846154,0.057692307692307696,0.25,0.019230769230769232,0.09615384615384616,0.019230769230769232,0.057692307692307696,0.09615384615384616,0.019230769230769232,0.019230769230769232,0.019230769230769232
0.857142857142857,0.6857142857142857,0.2571428571428571,1,1,1,0.5714285714285714,0.5714285714285714,1,1,0.657142857142857,0.34285714285714286,0.19999999999999998,0.2857142857142857,1,0.9428571428571427,0.9714285714285714,1,0.6285714285714286,1,0.39999999999999997,1,0.9142857142857143,0.22857142857142856,0.22857142857142856,0.2857142857142857,0.6285714285714286,0.17142857142857143,0.6,0.5142857142857142,0.17142857142857143,0.5428571428571428,0.6857142857142857,0.05714285714285714,0.11428571428571428,0.7714285714285715,0.17142857142857143,0.2857142857142857,0.02857142857142857,0.4285714285714285,0.02857142857142857,0.02857142857142857,0.14285714285714285,0.17142857142857143,0.14285714285714285,0.22857142857142856,0.08571428571428572,0.3142857142857143,0,0.05714285714285714,0.02857142857142857,0.05714285714285714,0.14285714285714285,0.02857142857142857,0,0.02857142857142857
