sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city
Hold You Now,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,1,54,Father of the Bride,Seattle
Cousins,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,2,19,Contra,Seattle
Holiday,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,3,15,Contra,Seattle
Ice Cream Piano,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Seattle
Classical,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Seattle
Connect,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Seattle
White Sky,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,7,14,Contra,Seattle
This Life,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,8,57,Father of the Bride,Seattle
Step,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,9,26,Modern Vampires of the City,Seattle
Sunflower,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,10,65,Father of the Bride,Seattle
M79,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,11,5,Vampire Weekend,Seattle
Sympathy,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,12,64,Father of the Bride,Seattle
The Surfer,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,13,45,Only God Was Above Us,Seattle
Campus,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,14,6,Vampire Weekend,Seattle
Oxford Comma,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,15,2,Vampire Weekend,Seattle
Capricorn,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,16,36,Only God Was Above Us,Seattle
Gen-X Cops,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,17,39,Only God Was Above Us,Seattle
Diane Young,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,18,27,Modern Vampires of the City,Seattle
A-Punk,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,19,3,Vampire Weekend,Seattle
Prep-School Gangsters,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,21,43,Only God Was Above Us,Seattle
Mary Boone,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,22,41,Only God Was Above Us,Seattle
Harmony Hall,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,23,55,Father of the Bride,Seattle
Hope,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,24,42,Only God Was Above Us,Seattle
Walcott,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,0,35,10,Vampire Weekend,Seattle
Hold You Now,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,1,54,Father of the Bride,Bend
Campus,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,2,6,Vampire Weekend,Bend
I Stand Corrected,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,3,9,Vampire Weekend,Bend
Ice Cream Piano,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Bend
Classical,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Bend
Connect,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Bend
Unbelievers,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,7,25,Modern Vampires of the City,Bend
Step,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,8,26,Modern Vampires of the City,Bend
This Life,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,9,57,Father of the Bride,Bend
Sunflower,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,10,65,Father of the Bride,Bend
M79,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,11,5,Vampire Weekend,Bend
Cape Cod Kwassa Kwassa,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,12,4,Vampire Weekend,Bend
Capricorn,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,13,36,Only God Was Above Us,Bend
Gen-X Cops,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,14,39,Only God Was Above Us,Bend
Diane Young,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,15,27,Modern Vampires of the City,Bend
Cousins,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,16,19,Contra,Bend
A-Punk,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,17,3,Vampire Weekend,Bend
Mary Boone,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,19,41,Only God Was Above Us,Bend
Hannah Hunt,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,20,29,Modern Vampires of the City,Bend
Harmony Hall,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,21,55,Father of the Bride,Bend
Hope,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,22,42,Only God Was Above Us,Bend
Walcott,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,0,28,10,Vampire Weekend,Bend
Mansard Roof,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,1,1,Vampire Weekend,Burnaby
Cousins,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,2,19,Contra,Burnaby
Campus,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,3,6,Vampire Weekend,Burnaby
Ice Cream Piano,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Burnaby
Classical,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Burnaby
Connect,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Burnaby
White Sky,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,7,14,Contra,Burnaby
Cape Cod Kwassa Kwassa,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,8,4,Vampire Weekend,Burnaby
This Life,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,9,57,Father of the Bride,Burnaby
Sympathy,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,10,64,Father of the Bride,Burnaby
New Dorp. New York,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,11,53,Other,Burnaby
Rich Man,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,12,61,Father of the Bride,Burnaby
Oxford Comma,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,13,2,Vampire Weekend,Burnaby
Capricorn,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,Burnaby
Gen-X Cops,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,15,39,Only God Was Above Us,Burnaby
A-Punk,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,16,3,Vampire Weekend,Burnaby
Diane Young,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,Burnaby
Prep-School Gangsters,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,18,43,Only God Was Above Us,Burnaby
Harmony Hall,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,19,55,Father of the Bride,Burnaby
Hope,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,20,42,Only God Was Above Us,Burnaby
Mary Boone,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Burnaby
Worship You,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,30,32,Modern Vampires of the City,Burnaby
Ya Hey,Vampire Weekend,"Deer Lake Park, Burnaby, BC, Canada",Jun,18,2024,Only God Was Above Us,0,31,33,Modern Vampires of the City,Burnaby
Holiday,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,1,15,Contra,Berkeley
Bryn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,2,7,Vampire Weekend,Berkeley
One (Blake's Got a New Face),Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,3,8,Vampire Weekend,Berkeley
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Berkeley
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Berkeley
Connect,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Berkeley
Unbelievers,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,7,25,Modern Vampires of the City,Berkeley
Bambina,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,8,56,Father of the Bride,Berkeley
Step,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,9,26,Modern Vampires of the City,Berkeley
This Life,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,10,57,Father of the Bride,Berkeley
Sunflower,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,11,65,Father of the Bride,Berkeley
M79,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,12,5,Vampire Weekend,Berkeley
Flower Moon,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,13,66,Father of the Bride,Berkeley
Pravda,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,14,44,Only God Was Above Us,Berkeley
Campus,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,15,6,Vampire Weekend,Berkeley
Oxford Comma,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,16,2,Vampire Weekend,Berkeley
Capricorn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,17,36,Only God Was Above Us,Berkeley
Prep-School Gangsters,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,18,43,Only God Was Above Us,Berkeley
Diane Young,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,19,27,Modern Vampires of the City,Berkeley
A-Punk,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,20,3,Vampire Weekend,Berkeley
Horchata,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,21,13,Contra,Berkeley
Hannah Hunt,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,22,29,Modern Vampires of the City,Berkeley
Harmony Hall,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,23,55,Father of the Bride,Berkeley
We Belong Together,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,24,68,Father of the Bride,Berkeley
Mary Boone,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,26,41,Only God Was Above Us,Berkeley
Walcott,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,16,2024,Only God Was Above Us,0,28,10,Vampire Weekend,Berkeley
Hold You Now,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,1,54,Father of the Bride,Berkeley
Cousins,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,2,19,Contra,Berkeley
I Stand Corrected,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,3,9,Vampire Weekend,Berkeley
Ice Cream Piano,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Berkeley
Classical,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Berkeley
Connect,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Berkeley
White Sky,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,7,14,Contra,Berkeley
Cape Cod Kwassa Kwassa,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,8,4,Vampire Weekend,Berkeley
Step,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,9,26,Modern Vampires of the City,Berkeley
This Life,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,10,57,Father of the Bride,Berkeley
Sympathy,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,11,64,Father of the Bride,Berkeley
New Dorp. New York,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,12,53,Other,Berkeley
The Surfer,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,13,45,Only God Was Above Us,Berkeley
Capricorn,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,Berkeley
Gen-X Cops,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,15,39,Only God Was Above Us,Berkeley
Diane Young,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,16,27,Modern Vampires of the City,Berkeley
A-Punk,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,17,3,Vampire Weekend,Berkeley
Prep-School Gangsters,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,18,43,Only God Was Above Us,Berkeley
Mary Boone,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,19,41,Only God Was Above Us,Berkeley
Harmony Hall,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,20,55,Father of the Bride,Berkeley
Worship You,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,21,32,Modern Vampires of the City,Berkeley
Ya Hey,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,22,33,Modern Vampires of the City,Berkeley
Hope,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,Berkeley
Walcott,Vampire Weekend,"William Randolph Hearst Greek Theatre, Berkeley, CA, USA",Jun,15,2024,Only God Was Above Us,0,36,10,Vampire Weekend,Berkeley
Holiday,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,1,15,Contra,Los Angeles
Cousins,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,2,19,Contra,Los Angeles
Boston (Ladies of Cambridge),Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,3,48,Other,Los Angeles
Ice Cream Piano,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Los Angeles
Classical,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Los Angeles
Connect,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Los Angeles
White Sky,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,7,14,Contra,Los Angeles
Cape Cod Kwassa Kwassa,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,8,4,Vampire Weekend,Los Angeles
This Life,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,9,57,Father of the Bride,Los Angeles
Sunflower,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,10,65,Father of the Bride,Los Angeles
Sympathy,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,11,64,Father of the Bride,Los Angeles
Ottoman,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,12,47,Other,Los Angeles
The Surfer,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,13,45,Only God Was Above Us,Los Angeles
Oxford Comma,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,14,2,Vampire Weekend,Los Angeles
Capricorn,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,15,36,Only God Was Above Us,Los Angeles
Gen-X Cops,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,16,39,Only God Was Above Us,Los Angeles
Diane Young,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,Los Angeles
A-Punk,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,18,3,Vampire Weekend,Los Angeles
Prep-School Gangsters,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,19,43,Only God Was Above Us,Los Angeles
Mary Boone,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,20,41,Only God Was Above Us,Los Angeles
Hannah Hunt,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,21,29,Modern Vampires of the City,Los Angeles
Harmony Hall,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,22,55,Father of the Bride,Los Angeles
Hope,Vampire Weekend,"Hollywood Bowl, Los Angeles, CA, USA",Jun,12,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,Los Angeles
