sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap,date
A-Punk,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,20,Vampire Weekend,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Mary Boone,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,22,Only God Was Above Us,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Hannah Hunt,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,23,Modern Vampires of the City,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Harmony Hall,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,24,Father of the Bride,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Hope,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,25,Only God Was Above Us,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
The Surfer,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,30,Only God Was Above Us,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Big Blue,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,31,Father of the Bride,Austin,Oct 17,Austin 2,15000,1,1,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Walcott,Vampire Weekend,"Moody Center, Austin, TX, USA",Oct,17,2024,Only God Was Above Us,38,Vampire Weekend,Austin,Oct 17,Austin 2,15000,0,0,Austin,-97.7306618,30.2809699,NA,0.56,0.56,"Moody Center, Austin, TX, USA",0.56,2024-10-17
Holiday,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,1,Contra,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Oxford Comma,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,2,Vampire Weekend,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
One (Blake's Got a New Face),Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,3,Vampire Weekend,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Ice Cream Piano,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,4,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Classical,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,5,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Connect,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,6,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
White Sky,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,7,Contra,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Step,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,8,Modern Vampires of the City,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
This Life,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,9,Father of the Bride,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Sunflower,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,10,Father of the Bride,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Run,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,11,Contra,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Pravda,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,12,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Sympathy,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,13,Father of the Bride,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Campus,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,14,Vampire Weekend,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Capricorn,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,15,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Gen-X Cops,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,16,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Diane Young,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,17,Modern Vampires of the City,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Cousins,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,18,Contra,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
A-Punk,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,19,Vampire Weekend,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
A-Punk,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,20,Vampire Weekend,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Cocaine Cowboys,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,21,Other,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Prep-School Gangsters,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,22,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Mary Boone,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,23,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Harmony Hall,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,24,Father of the Bride,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Hope,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,25,Only God Was Above Us,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Ya Hey,Vampire Weekend,"St. Augustine Amphitheatre, St. Augustine, FL, USA",Oct,15,2024,Only God Was Above Us,33,Modern Vampires of the City,St. Augustine,Oct 15,St. Augustine,4092,0,0,St. Augustine,-81.2829589,29.8753089,NA,0.62,0.56,"St. Augustine Amphitheatre, St. Augustine, FL, USA",0.56,2024-10-15
Oxford Comma,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,1,Vampire Weekend,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Campus,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,2,Vampire Weekend,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Bryn,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,3,Vampire Weekend,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Ice Cream Piano,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,4,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Classical,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,5,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Connect,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,6,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Cape Cod Kwassa Kwassa,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,7,Vampire Weekend,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Step,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,8,Modern Vampires of the City,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
This Life,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,9,Father of the Bride,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Sunflower,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,10,Father of the Bride,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Sympathy,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,11,Father of the Bride,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
The Surfer,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,12,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Giving Up the Gun,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,13,Contra,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Capricorn,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,14,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Gen-X Cops,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,15,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Diane Young,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,16,Modern Vampires of the City,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Cousins,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,17,Contra,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
A-Punk,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,18,Vampire Weekend,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Mary Boone,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,20,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Hannah Hunt,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,21,Modern Vampires of the City,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Harmony Hall,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,22,Father of the Bride,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Hope,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,23,Only God Was Above Us,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Walcott,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,34,Vampire Weekend,Atlanta,Oct 12,Atlanta,6900,0,0,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",Oct,12,2024,Only God Was Above Us,35,Other,Atlanta,Oct 12,Atlanta,6900,0,1,Atlanta,-84.39695859999999,33.8769723,NA,0.56,0.56,"Cadence Bank Amphitheatre at Chastain Park, Atlanta, GA, USA",0.56,2024-10-12
Cousins,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,1,Contra,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Holiday,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,2,Contra,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
One (Blake's Got a New Face),Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,3,Vampire Weekend,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Ice Cream Piano,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,4,Only God Was Above Us,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Classical,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,5,Only God Was Above Us,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Connect,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,6,Only God Was Above Us,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
White Sky,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,7,Contra,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Unbelievers,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,8,Modern Vampires of the City,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
This Life,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,9,Father of the Bride,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Sunflower,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,10,Father of the Bride,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Sympathy,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,11,Father of the Bride,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
New Dorp. New York,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,12,Other,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Pravda,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,13,Only God Was Above Us,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Campus,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,14,Vampire Weekend,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Oxford Comma,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,15,Vampire Weekend,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
Capricorn,Vampire Weekend,"Ascend Amphitheater, Nashville, TN, USA",Oct,11,2024,Only God Was Above Us,16,Only God Was Above Us,Nashville,Oct 11,Nashville,6800,0,0,Nashville,-86.77148799999999,36.1597,NA,0.63,0.56,"Ascend Amphitheater, Nashville, TN, USA",0.56,2024-10-11
