sets	artist	venue	month	day	year	song_num
Hope	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	22
Paint It Black	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	23
She Don't Use Jelly	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	24
Love Will Tear Us Apart	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	25
Free Bird	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	26
Africa	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	27
Free Fallin'	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	28
Jokerman	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	29
Atlantic City	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	30
Peggy-O	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	31
Creep	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	32
Walcott	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	33
Hold You Now	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	1
Holiday	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	2
Bryn	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	3
Ice Cream Piano	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	4
Classical	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	5
Connect	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	6
White Sky	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	8
This Life	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	9
Sunflower	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	10
Sympathy	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	11
Bambina	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	12
How Long?	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	13
Oxford Comma	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	14
Capricorn	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	15
Gen-X Cops	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	16
Diane Young	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	17
Cousins	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	18
A-Punk	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	19
Prep-School Gangsters	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	20
Mary Boone	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	21
Harmony Hall	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	22
Hope	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	23
Rich Girl	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	24
Escape (The Piña Colada Song)	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	25
"Rocket Man (I Think It's Going to Be a Long, Long Time)"	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	26
Smooth	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	27
Santeria	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	28
Brown Eyed Girl	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	29
Superstition	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	30
Tequila	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	31
Sweet Caroline	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	32
Sound System	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	33
Ooh La La	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	34
Peggy Sue	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	35
Rock Lobster	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	36
Worship You	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	37
Ya Hey	Vampire Weekend	"Starlight Theater, Kansas City, MO, USA"	Jul	22	2024	38
Oxford Comma	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	1
Holiday	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	3
Ice Cream Piano	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	4
Classical	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	5
Connect	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	6
M79	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	7
Campus	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	8
This Life	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	9
Step	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	10
Sunflower	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	11
Run	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	12
Pravda	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	13
Cousins	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	14
A-Punk	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	15
Ottoman	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	16
Prep-School Gangsters	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	17
Capricorn	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	18
Gen-X Cops	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	19
Diane Young	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	20
Mary Boone	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	21
Hannah Hunt	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	22
Harmony Hall	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	23
Hope	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	24
Santeria	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	25
Shakedown Street	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	26
Boys Don't Cry	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	27
Girlfriend in a Coma	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	28
You Can Call Me Al	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	29
Brown Eyed Girl	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	30
Walcott	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	31
Flower Moon	Vampire Weekend	"Dillon Amphitheater, Dillon, CO, USA"	Jul	20	2024	32
Cousins	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	2
Boston (Ladies of Cambridge)	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	3
Ice Cream Piano	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	4
Classical	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	5
Connect	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	6
White Sky	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	7
Unbelievers	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	8
This Life	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	9
Sympathy	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	10
New Dorp. New York	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	11
The Surfer	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	12
Sunflower	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	13
Capricorn	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	14
Gen-X Cops	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	15
Diane Young	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	16
A-Punk	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	17
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	18
Vampire Blues	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	19
Prep-School Gangsters	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	20
Mary Boone	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	21
Harmony Hall	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	22
Hope	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	23
Do It Again	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	24
Girls Just Want to Have Fun	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	25
Pizza Party	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	26
Smooth Operator	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	27
Say It Ain't So	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	28
Brownsville Girl	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	29
September	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	30
What's Up?	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	31
Born to Run	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	32
Dancing in the Dark	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	33
The Middle	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	34
Walcott	Vampire Weekend	"Red Rocks Amphitheatre, Morrison, CO, USA"	Jul	19	2024	35
Hold You Now	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	1
Holiday	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	2
The Kids Don't Stand a Chance	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	3
Ice Cream Piano	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	4
Classical	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	5
Connect	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	6
Cape Cod Kwassa Kwassa	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	7
This Life	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	8
Step	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	9
Sunflower	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	10
M79	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	11
Ottoman	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	12
Bambina	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	13
Sister of Pearl	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	14
Campus	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	15
Oxford Comma	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	16
Capricorn	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	17
Gen-X Cops	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	18
Diane Young	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	19
A-Punk	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	20
Prep-School Gangsters	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	21
Harmony Hall	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	22
Pravda	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	23
Horchata	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	24
Mary Boone	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	25
Float On	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	26
The Four Horsemen	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	27
Don't You Want Me	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	28
This Charming Man	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	29
Tainted Love	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	30
Mountain Brews	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	31
Rock the Casbah	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	32
Worship You	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	23	2024	33
Mansard Roof	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	3
Ice Cream Piano	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	4
Classical	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	5
Connect	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	6
White Sky	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	7
Unbelievers	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	8
This Life	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	9
Sympathy / New Dorp. New York	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	10
Bambina	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	11
Capricorn	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	12
Diane Young	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	13
Cousins	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	14
A-Punk	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	15
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	16
Prep-School Gangsters	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	17
Mary Boone	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	18
Hannah Hunt	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	19
Harmony Hall	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	20
Hope	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	21
Human	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	22
Here Comes the Sun	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	23
Peggy-O	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	24
Bohemian Rhapsody	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	25
Maggie May	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	26
Sister of Pearl	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	27
Blister in the Sun	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	28
"Die Moritat von Mackie Messer (""Mack the Knife"")"	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	29
Burning Down the House	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	30
Paper Planes / Baba O'Riley	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	31
Scar Tissue	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	32
Bad Moon Rising	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	33
Creep	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	34
Walcott	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	35
SNL Closing Theme (A Waltz in A) / Flower Moon	Vampire Weekend	"KettleHouse Amphitheater, Bonner, MT, USA"	Jun	22	2024	36
Hold You Now	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	1
Cousins	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	2
Holiday	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	3
Ice Cream Piano	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	4
Classical	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	5
Connect	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	6
White Sky	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	7
This Life	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	8
Step	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	9
Sunflower	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	10
M79	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	11
Sympathy	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	12
The Surfer	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	13
Campus	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	14
Oxford Comma	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	15
Capricorn	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	16
Gen-X Cops	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	17
Diane Young	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	18
A-Punk	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	19
Chalk Dust Torture	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	20
Prep-School Gangsters	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	21
Mary Boone	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	22
Harmony Hall	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	23
Hope	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	24
Graceland	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	25
I'm Goin' Down	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	26
Hold Up	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	27
Jokerman	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	28
Psycho Killer	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	29
Creep	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	30
Ironic	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	31
Just Like Heaven	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	32
Mr. Brightside	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	33
Smells Like Teen Spirit	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	34
Walcott	Vampire Weekend	"Climate Pledge Arena, Seattle, WA, USA"	Jun	20	2024	35
Hold You Now	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	1
Campus	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	2
I Stand Corrected	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	3
Ice Cream Piano	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	4
Classical	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	5
Connect	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	6
Unbelievers	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	7
Step	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	8
This Life	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	9
Sunflower	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	10
M79	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	11
Cape Cod Kwassa Kwassa	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	12
Capricorn	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	13
Gen-X Cops	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	14
Diane Young	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	15
Cousins	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	16
A-Punk	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	17
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	18
Mary Boone	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	19
Hannah Hunt	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	20
Harmony Hall	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	21
Hope	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	22
Sabotage	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	23
Blackbird	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	24
Smooth	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	25
Bohemian Rhapsody	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	26
Smells Like Teen Spirit	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	27
Walcott	Vampire Weekend	"Hayden Homes Amphitheater, Bend, OR, USA"	Jun	19	2024	28
Mansard Roof	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	1
Cousins	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	2
Campus	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	3
Ice Cream Piano	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	4
Classical	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	5
Connect	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	6
White Sky	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	8
This Life	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	9
Sympathy	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	10
New Dorp. New York	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	11
Rich Man	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	12
Oxford Comma	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	13
Capricorn	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	14
Gen-X Cops	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	15
A-Punk	Vampire Weekend	"Deer Lake Park, Burnaby, BC, Canada"	Jun	18	2024	16
